ProviderID,Provider Name,Email,Postal address,Centre address,Telephone no,House Number,StreetName,Suburb,Postal Code,Website,ContactName,ContactSurname,ID
153, EXACTOCRAFT (PTY) LTD (Paarden Eiland),humres@exacto.co.za,"P O Box 333, PAARDEN EILAND, 7420","21 Transvaal Street, PAARDEN EILAND, 7405",021 511-0740,Rough Work,21 Transvaal Street,PAARDEN EILAND,7405,,,,404
155, FA ENGINEERING PERSONNEL (Paarden Eiland),,,,,Rough Work,,,,,,,405
156, FABRINOX (PTY) LTD (Huguenot),lduplessis@fabrinox.com,"P O Box 892, Huguenot, PAARL, 7646","130 Jan Van Riebeeck Road, Huguenot, PAARL, 7646",021 877 5003,Rough Work,130 Jan Van Riebeeck Road,Huguenot,7646,,,,406
157, False Bay College (Khayalitsha Campus) (TP),,"P.O. Box 376, Mitchell’s Plain, 7785","Mew Way, Khayelitsha",Tel: 021-361-3430,Rough Work,Mew Way,Khayelitsha,,,,,407
158, FC SMIT T/A HENCO CV BRAKE & CLUTCH (Maitland),,,,,Rough Work,,,,,,,408
159, FILMAIR SA (PTY) LTD (Pinelands),info@filmairsa.co.za,"P O Box 832, HOWARD PLACE, 7450","66 Old Mill Road, N'Dabeni, PINELANDS, 7405",021 531 8801,Rough Work,66 Old Mill Road,N'Dabeni,7405,,,,409
160, First Car Care (Pty) Ltd T/A STi Autobody Repairers (GOODWOOD) (TP),jacquese@stigroup.co.za,"P O Box 36940, CHEMPET, 7442","378 Voortrekker Road, Goodwood, CAPE TOWN, 8001",021 591-8199,Rough Work,378 Voortrekker Road,Goodwood,8001,,,,410
163, GABRIEL SA (PTY) LTD (Retreat),faheem.simon@arvimeritor.com,"P O Box 30214, RETREAT, 7945","76 White Road, Retreat, Cape Town, 7945",021 710 - 6898,Rough Work,76 White Road,Retreat,7945,,,,411
164, Golden Arrow Bus Services (Pty) Ltd (MONTANA ESTATE) (TP),www.gabs.co.za,"PO Box 1795, Cape Town, 8000.","103 Bofors Circle, Epping Industria",Tel: (021) 5078800,Rough Work,103 Bofors Circle,Epping Industria,,,,,412
167, RR VAN RENSBURG T/A DOLPHIN MOTORS (Oudtshoorn),dolphinmotor@telkomsa.net,"P O Box 64, OUDTSHOORN, 6620","187 Langenhoven Road, OUDTSHOORN, 6620",044 272-2161,Rough Work,187 Langenhoven Road,OUDTSHOORN,6620,,,,413
168, RW MAGSON & SON T/A OLIVIERS GARAGE (Strand),,"P O Box 3406, SOMERSET WEST, 7129","15 Mynhardt Street, Gants Centre, STRAND, 7140",021 854-4174,Rough Work,15 Mynhardt Street,Gants Centre,7140,,,,414
169, Samsons School of Welding T/A Samsons Skills Development Institute (PHILLIPI) (TP),samsons@polka.co.za,"P O Box 12778, JACOBS, 4026","460 Chris Hani Road, Briardene, DURBAN, 4000",031 563-1906,Rough Work,460 Chris Hani Road,Briardene,4000,,,,415
17, KEITH NOLAN ENGINEERING CC T/A K N ENGINEERING (Blackheath),,"P O Box 2087, SAREPTA, 7582","Blackheath Small Business Centre, Station Road, Blackheath, CAPE TOWN, 7581",021 905 7195,Rough Work,Blackheath Small Business Centre,Station Road,7581,,,,416
170," Sandown Motor Holdings (Pty) Ltd - Montague Gardens, Cape Town (MONTAGUE GARDENS) (TP)",abed@sandown.co.za,"P O Box 2024, CAPE TOWN, 8000","Cnr Montague Drive & Freedom Way, Montague Gardens, CAPE TOWN, 7444",021 528-0409,Rough Work,Cnr Montague Drive & Freedom Way,Montague Gardens,7444,,,,417
171, SANDOWN MOTOR HOLDINGS (PTY) LTD T/A EIKESTAD MOTORS (Milnerton)NOT ACTIVE,,"P O Box 2024, CAPE TOWN, 8000","Cnr Koeberg Road & Bosmansdam Road, MILNERTON",021 551-3007,Rough Work,Cnr Koeberg Road & Bosmansdam Road,MILNERTON,,,,,418
172, SANDOWN MOTOR HOLDINGS (PTY) LTD T/A ORBIT MOTORS N1 CITY (N1 City)NOT ACTIVE,,"P O Box 2042, CAPE TOWN, 8000","Giel Basson Road, N1 City, GOODWOOD",021 595-8100,Rough Work,Giel Basson Road,N1 City,,,,,419
174, SCHWARTE ENGINEERING (PTY) LTD (Paarl),simone.schwarte@che.co.za,"P O Box 822, HUGUENOT, 7645","38 Textile Street, PAARL",021 870 2222,Rough Work,38 Textile Street,PAARL,,,,,420
178, SETRACON (PTY) LTD (Paarl)(TP),,,"35 Lady Grey Street, Paarl, 7646",214 003 902,Rough Work,35 Lady Grey Street,Paarl,7646,,,,421
179, Siyathembana Trading 46 (Pty) Ltd (CAPE TOWN) (Non Merseta TP),,,,,Rough Work,,,,,,,422
180, SMITH & FAULDS T/A RC AUTO ELECTRIC (Bellville),rcauto@netactive.co.za,"P O Box 1621, SANLAMHOF, 7532","14 Boulevard Park, BELLVILLE, 7530",021 930-3022,Rough Work,14 Boulevard Park,BELLVILLE,7530,,,,423
181, SOUTH AFRICAN ASTRONOMICAL OBSERVATORY (Observatory),linda@saao.ac.za,"P O Box 9, OBSERVATORY, 7945","Observatory Road, OBSERVATORY, 7945",021 447-0025,Rough Work,Observatory Road,OBSERVATORY,7945,,,,424
182, South Cape College (GEORGE) (TP),erna.hollandmuter@sccollege.co.za,"P O Box 10400, GEORGE, 6530","Cnr Courtenay & Cradock Streets, Tommy Joubert Building (South), GEORGE, 6530",044 884-0359,Rough Work,Cnr Courtenay & Cradock Streets,Tommy Joubert Building (South),6530,,,,425
183, SPRINGBOK MOTOR REWINDS (PTY) LTD (Springbok),hmoore@telkomsa.net,"P O Box 214, SPRINGBOK,8420","4 Koper Street, SPRINGBOK,8420",027 712 - 2239,Rough Work,4 Koper Street,SPRINGBOK,8420,,,,426
184, Staffing Direct Training Academy (Pty) Ltd (BELLVILLE) (TP),www.staffingdirect.co.za/,,,,Rough Work,,,,,,,427
185, STEINHOFF FURNITURE T/A BAKKER & STEYGER (Epping),mirna@bakkersteyger.co.za,"P O Box 461, EPPINDUST, 7475","22 Dacres Avenue, EPPING II",021 534-3522,Rough Work,22 Dacres Avenue,EPPING II,,,,,428
186, SUPREME CYLINDERS (Beaconvale),supre@iafrica.com,"P O Box 451, TYGERVALLEY","27 Tredoux Street, Beaconvale, PAROW",021 933 8340,Rough Work,27 Tredoux Street,Beaconvale,,,,,429
187, Tank Industries (Pty) Ltd (RETREAT) (TP),www.tank.co.za,"PO Box 9, Steenberg, 7947","11 Lily Road, Retreat Industrial, 7945",27 (0)21 700 4380,Rough Work,11 Lily Road,Retreat Industrial,7945,,,,430
188, The Automobile Association of South Africa T/A AA Training Academy (PAROW) (TP),www.aa.co.za/,"PO Box 6409, Parow East, 7501","Steelbank Complex, 6 Reuban Kaye Road, Parow Industria, Cape Town, 7500",861 333 668,Rough Work,Steelbank Complex,6 Reuban Kaye Road,7500,,,,431
189, The Elgin Learning Foundation (Elgin) (non merseta TP),www.elginlearning.org.za,"P.O. Box 654, Grabouw , 7160","9 Appletiser Road , Elgin , 7180",218 489 413,Rough Work,9 Appletiser Road,Elgin,7180,,,,432
19, KILN CONTRACTS (Retreat),kilncont@cybertrade.co.za,"P O Box 36, STEENBERG, 7966","11 Celie Road, RETREAT INDUSTRIA, 7945",021 701 6682,Rough Work,11 Celie Road,RETREAT INDUSTRIA,7945,,,,433
191, Torque Technical Computer Training (Pty) Ltd T/A Torque-IT (CAPE TOWN) (Non Merseta TP),,"P O Box 11049, Bloubergrand, CAPE TOWN, 7443","1A Station Road, Montague Gardens, CAPE TOWN, 7741",021 551-3526,Rough Work,1A Station Road,Montague Gardens,7741,,,,434
192, Training Force (Pty) Ltd (CAPE TOWN) (TP),,"PO Box 11137, Johannesburg, 2000","11 Wellington Road, Parktown, Johannesburg, 2193",219 512 750,Rough Work,11 Wellington Road,Parktown,2193,,,,435
194, United Controls & Air Conditioning (Cape) T/A Techniskills Training (CAPE TOWN) (TP),ghobbs@tiscali.co.za,"P O Box 11049, Bloubergrand, CAPE TOWN, 7443","1A Station Road, Montague Gardens, CAPE TOWN, 7741",021 551-3526,Rough Work,1A Station Road,Montague Gardens,7741,,,,436
196, VAN REENEN ENGINEERING ENTERPRISES cc (Rooiels),vanreenenengent@xsinet.co.za,"P O Box 605, GRABOUW, 7160","128 Rocklands Road, ROOIELS",028 273 8077,Rough Work,128 Rocklands Road,ROOIELS,,,,,437
199, VERSAPAK (PTY) LTD (Daljosaphat),estellem@versapak.co.za,"P O Box 344, PAARL, 7646","Oosterland Street, Daljosafat, PAARL, 7646",021 877 5531,Rough Work,Oosterland Street,Daljosafat,7646,,,,438
201, Volkswagen Group South Africa Training Academy (Cape Town) (TP),www.vw.co.za,,,,Rough Work,,,,,,,439
203, WELD & STITCH REPAIRS (Goodwood),,,"11 JACK STREET, GOODWOOD, 7460",215924728,Rough Work,11 JACK STREET,GOODWOOD,7460,,,,440
204, West Coast College (Vredendal Campus) (Vredendal) (TP),jadams@westcoastcollege.co.za,"P O Box 935, MALMESBURY, 7299","Hoerskool Road, VREDENDAL NORTH, 8160",022 482-2425,Rough Work,Hoerskool Road,VREDENDAL NORTH,8160,,,,441
205, West Coast FET College (VREDENBURG) (TP),mpearson@westcoastcollege.co.za,"P O Box 935, MALMESBURY, 7299","1 Academy Street, VREDENBURG, 7380",,Rough Work,1 Academy Street,VREDENBURG,7380,,,,442
206, Western Cape Institute of Foundrymen (ATLANTIS) (TP),,,,,Rough Work,,,,,,,443
209, WILLY GRASER CC T/A STEENBERG MOTORS (Retreat),,"P O Box 252, STEENBERG, 7947","8A Lily Road, RETREAT, 7945",021 701-0634,Rough Work,8A Lily Road,RETREAT,7945,,,,444
21, LJ JOHANNES T/A THE VILLAGE WORKSHOP (Durbanville),,"23 Wellington Road, Durbanville, CAPE TOWN","23 Wellington Road, Durbanville, CAPE TOWN",021 976-2722,Rough Work,23 Wellington Road,Durbanville,,,,,445
210, WKRP ENGINEERING T/A TOOLCO (Stikland),,"P O Box 6142, TYGERVALLEY, 7536","2 Ferguson Street, Triangle Farm, Stikland, BELLVILLE",021 948 9648,Rough Work,2 Ferguson Street,Triangle Farm,,,,,446
211, WORCESTER PROJECT MAINTENANCE (Worcester),,"P O Box 252, WORCESTER, 6849","20 Krone Street, Worcester Industria, WORCESTER",023 347 3672,Rough Work,20 Krone Street,Worcester Industria,,,,,447
212, WYNLAND INGENIEURSWESE (Stellenbosch),wynlandeng@adept.co.za,"P O Box 2295, DENNESIG, 7601","9 Tennant Street, STELLENBOSCH",021 883-8566,Rough Work,9 Tennant Street,STELLENBOSCH,,,,,448
213, Y3K Training cc (CAPE TOWN) (TP),info@jtkmarine.co.za,"130 Victoria Road, Woodstock, CAPE TOWN, 7925","130 Victoria Road, Woodstock, CAPE TOWN, 7925",021 447-8144,Rough Work,130 Victoria Road,Woodstock,7925,,,,449
215, YORK INTERNATIONAL (AIRCONDITIONING) (Maitland),wynandg@yorkafrica.co.za,"P O Box 469, ISANDO, 1600",Maitland,011 921-7113,Rough Work,,Maitland,,,,,450
216, Zambli220 PTY LTD T/A POWDERMET (Atlantis),lrhuman@global.co.za,"P O Box 1499, Dassenberg, 7350","John Vani Niekerk Street, Atlantis",021 573 8700,Rough Work,John Vani Niekerk Street,Atlantis,,,,,451
217,2INSPIRE SKILLS TRAINING,elme@2inspire.co.za,P.O. BOX 952 Stilbaai 7806,13 Wittebomen Road Constantia,088-0217947467,Rough Work,13 Wittebomen Road Constantia,,,,,,452
218,AAA School of Advertising (Pty) Ltd,ludik@aaascholjhb.co.za,P O Box 2289 PARKLANDS 2121,"4th Floor Manhattan Place, 130 Bree Street, Cape Town, 8001",(011) 781-2772,Rough Work,4th Floor Manhattan Place,130 Bree Street,8001,,,,453
219,Abbotsdale,,,"Bambinos Creche, Kerkstraat, Abbotsdale",022-4864541,Rough Work,Bambinos Creche,Kerkstraat,,,,,454
22, LR ALBERTYN T/A LA REFRIGERATION & ELECTRICAL SERVICES (Lansdowne),laref@mweb.co.za,"P O Box 24298, LANSDOWNE, 7779","12 Kanarie Road, LANSDOWNE, 7780",021 761-1551,Rough Work,12 Kanarie Road,LANSDOWNE,7780,,,,455
220,Academy for Construction Skills (Pty) Ltd (ACS) ,,"PO Box 24444, Lansdowne, 7779","5 Park Street, Cape Town, Western Cape 7550",021-9768057,Rough Work,5 Park Street,Cape Town,7550,,,,456
221,Academy of Guilds ''design in the making'',ctguilds@gmail.com,POSTAL SUITE 50235 V & A WATERFRONT CAPETOWN 8000,443 Main Road Observatory CapeTown Western Cape 7701,082-3502594,Rough Work,443 Main Road Observatory CapeTown Western Cape 7701,,7701,,,,457
222,Academy of People Development Primary Co-operative Limited,pdasupport@mweb.co.za,PO Box 4009 CAPE TOWN  8000,19 Loop Street   Barr Streek Building Cape Town 8001,021-425 9307,Rough Work,19 Loop Street   Barr Streek Building Cape Town 8001,,8001,,,,458
225,Acquired Skills Training Consultancy t/a ASK Training Consultancy cc,ask4training@telkomsa.net,P O Box 16143 Panorama 7506,"18 Olive Schreiner Str, Parow North 7500",021-911 5337,Rough Work,18 Olive Schreiner Str,Parow North 7500,7500,,,,459
227,ADT SECURITY SERVICES PTY LTD CAPE TOWN ,alwaysthere.c@adt.co.za,"Private Bag X104, N1 City, 7463","ADT House, 5 Louwtjie Rothman Avenue, N1 City, Goodwood 7463",086 12 12 300,Rough Work,ADT House,5 Louwtjie Rothman Avenue,7463,,,,460
229,ADVENTURE QUALIFICATIONS NETWORK cc,andrew@adventure-qualifications.com,,,0044 79 4646 711,,1 Riverine Road,Parklands,7441,,,,461
23, LUSTIGAAN BELEGGINGS (PTY) LTD T/A MARS EQUIPMENT MANUFACTURING (Daljosaphat),,"P O Box 807, HUGUENOT, 7645","9 Boland Street, Daljosaphat, PAARL, 7646",021 862-6110,Rough Work,9 Boland Street,Daljosaphat,7646,,,,462
231,ADVENTURE QUALIFICATIONS NETWORK cc,info@aqn.org.za,,,0044 79 4646 711,,1 Riverine Road,Parklands,7441,,,,463
232,ADVENTURE QUALIFICATIONS NETWORK cc,walt@ventureforth.co.za,,,(086)1106548,,1 Riverine Road,Parklands,7441,,,,464
233,Africa Competency Development (Pty) Ltd,competency@mweb.co.za,P O BOX 815 CONSTANTIA 7848,Ground Floor Liesbeek House River Park River Lane Mowbray 7945,021-702 4523,Rough Work,Ground Floor Liesbeek House River Park River Lane Mowbray 7945,,7945,,,,465
234,Africa Skills Training solutions,,"C/O Church + Marsh STR, Mossel Bay, 6506","C/O Church + Marsh STR, Mossel Bay, 6506",448840791,Rough Work,C/O Church + Marsh STR,Mossel Bay,6506,,,,466
235,Africa Skills Village,,"133 Mitchell Street, George","133 Mitchell Street, George",27828204379,Rough Work,133 Mitchell Street,George,,,,,467
236,Africa Stereos,,10 Third Street,10 Third Street,,Rough Work,10 Third Street,,,,,,468
237,African Resources and Financial Training,andy@artg.co.za,"PO Box 1452, Brackenfell, 7561","Unit 10 Petrusa Park, Petrusa Street, Bellville, 7530",(021) 948 3977,Rough Work,Unit 10 Petrusa Park; Petrusa Street,Bellville,7530,,,,469
238,AG Training and Accreditation Solutions,geoffrey@acresol.co.za,0,0,(022) 125 0010,Rough Work,0,,,,,,470
24, M & D ENGINEERING (Woodstock),,"P O Box 1098, WOODSTOCK, 7925","8 Melborn Road, Woodstock, CAPE TOWN, 8000",021 447-0787,Rough Work,8 Melborn Road,Woodstock,8000,,,,471
242,Albertina CLC,,,"YOUTH CENTRE, DIEPKLOOF, HEIDELBERG",028-7221631,Rough Work,YOUTH CENTRE,DIEPKLOOF,,,,,472
243,Alcari Learning Centre ( Pty) Ltd,alcari233@mweb.co.za,,"Unit 1, 4 Nina Street, Brackenfell, 7560",(021) 982 1012,Rough Work,Unit 1,4 Nina Street,7560,,,,473
245,ALEXA SECURITY SOLUTIONS (PTY) LTD ,info@alexasecurity.co.za.,"4 Queens Park Avenue, Salt River, Cape Town 7925","4 Queens Park Avenue, Salt River, Cape Town 7925",(021) 448 – 4991,Rough Work,4 Queens Park Avenue,Salt River,7925,,,,474
246,ALIVE P T L CC,joleen@alivetours. org,,,214486106,,4 Beyers Road,Woodstock.,7925,,,,475
247,Allandale Education And Training,,,Meaker Street Huguenot Paarl,021-8775700,Rough Work,Meaker Street Huguenot Paarl,,,,,,476
248,Allflex Packaging cc,,Unit 10A Central Park,Unit 10A Central Park,,Rough Work,Unit 10A Central Park,,,,,,477
249,Aloe Community and Leanring Center,,,"Prince Alber Primary, Ensilina Street, Prince Albert",023-541774,Rough Work,Prince Alber Primary,Ensilina Street,,,,,478
25, MAPC TRADING (PTY) LTD T/A MAPC TRAINING ACADEMY (Maitland)(TP),,"P O Box 33771, JEPPESTOWN, 2043","Cnr Voortrekker Road & 3rd Avenue, Maitland, CAPE TOWN",011 216-0641,Rough Work,Cnr Voortrekker Road & 3rd Avenue,Maitland,,,,,479
250,Alpha ALC,,,"School Sttreet, Standford, Standford",028-3151652,Rough Work,School Sttreet,Standford,,,,,480
251,Alpine Adult Learing Center,,,"Alpine Way, Beacon Valley, Mitchells Plain",021-7157497,Rough Work,Alpine Way,Beacon Valley,,,,,481
253,Altimax (Pty) Ltd ,cb@altimax.co.za,"Office 102, Libri Business Centre, Libri Lane, Somerset West, 7130","Office 102, Libri Business Centre, Libri Lane, Somerset West, 7130",+27 (21) 851 4248,Rough Work,Office 102; Libri Business Centre;  Libri Lane,Somerset West,7130,,,,482
254,Amlec Training Centre ,capetown@amlec.co.za,"13 Prema Business Park, Engine Road, Montague Gardens, Cape Town, 7442","13 Prema Business Park, Engine Road, Montague Gardens, Cape Town, 7442",: 021-5525463,Rough Work,13 Prema Business Park,Engine Road,7442,,,,483
255,ANCHOR YEAST TECHNOLOGIES PTY LTD_(MEMB VOL LIQ),amacdonald@anchor.co.za,PO BOX 3918 CAPE TOWN CAPE TOWN 8000,BREE STREET 169A CAPE TOWN,021-4247346,Rough Work,BREE STREET 169A CAPE TOWN,,,,,,484
256,ANDRE ENGELBRECHT ENGINEERING cc (Stikland),aeengineering@netpoint.co.za,"P O Box 19094, TYGERBERG, 7505","24 Kariga Street, STIKLAND",021 949-8368,Rough Work,24 Kariga Street,STIKLAND,,,,,485
258,Anne Pienaar Primer,,,"Jakkalsfontein, Paarl Road, Malmesbury",022-4864541,Rough Work,Jakkalsfontein,Paarl Road,,,,,486
259,APL Cartons (Pty) Ltd,,APL Cartons,APL Cartons,233485500,Rough Work,APL Cartons,,,,,,487
26, MARKET TOYOTA (Rylands),kpaarwater@um.co.za,"P O BOX 487, Gatesville, 7760","59 College Road, Rylands, Athlone",021 637 - 9130,Rough Work,59 College Road,Rylands,,,,,488
261,APPLETISER MANUFACTURING,info@appletiser.net,APPLETISER ROAD GRABOUW GRABOUW 7160,APPLETISER ROAD GRABOUW,021-8598200,Rough Work,APPLETISER ROAD GRABOUW,,,,,,489
262,Apsol cc,info@apsol.co.za,0,0,021-9103858,Rough Work,0,,,,,,490
263,ARCHMAN POWER DIESELS CC (Brackenveldt) (DTTC),,"4 Reier Street, Okavango Industrial Area, Brackenveldt","4 Reier Street, Okavango Industrial Area, Brackenveldt",,Rough Work,4 Reier Street,Okavango Industrial Area,,,,,491
264,Aresta Community Learning Center,,,"Beverly Street, Kewtown",021-6965764,Rough Work,Beverly Street,Kewtown,,,,,492
265,Aries Carton and Screenprint,,10 Lood Street,10 Lood Street,219818873,Rough Work,10 Lood Street,,,,,,493
266,Ashton CLC,,,"THUSONG BUILDING, PADDY STREET, ROBERTSO",023-6262542,Rough Work,THUSONG BUILDING,PADDY STREET,,,,,494
267,Assessment Evaluation Research and Development (ASEV,asev@icon.co.za,P O Box 4953   Tyger Valley 7550,Skabort Lane 48 Eversdal 7536,021- 9760126,Rough Work,Skabort Lane 48 Eversdal 7536,,7536,,,,495
269,ATLANTIS ALC (AVOS),,,"H/V GROSVENOR & HERMES LAAN, SAXONSEA, ATLANTIS",021-5725884,Rough Work,H/V GROSVENOR & HERMES LAAN,SAXONSEA,,,,,496
270,Aucamp Scholtz Lubbe Inc ,info@asl.co.za,"Posbus 99
Somerset Mall
7137","1 Niblick Way, Firgrove Rural, Somerset West, 7130",0218401600,Rough Work,1 Niblick Way,Firgrove Rural,7130,,,,497
271,AURORA,,,"PA AANDBLOMSTRAAT, STEYNVILLE SEK, PIKETBERG",022-9131309,Rough Work,PA AANDBLOMSTRAAT,STEYNVILLE SEK,,,,,498
272,B.E.S.T CENTRE,,,"DURHAM AVENUE, SALT RIVER, SALT RIVER",021-4485746,Rough Work,DURHAM AVENUE,SALT RIVER,,,,,499
274,BABBEL EN KRABBEL,,,"BOSDUIFSTRAAT, BITTERWATER, LEEU GAMKA",023-5212049,Rough Work,BOSDUIFSTRAAT,BITTERWATER,,,,,500
278,Bantubanye Skills ,info@bantubanye.co.za ,,"2 Yellowwood Street, Alveda Park Extension 2, Johannesburg, 2091",(0) 81 736 6882,Rough Work,2 Yellowwood Street,Alveda Park Extension 2,2091,,,,501
279,Barak learning and Development Consultants cc,info@barak.co.za,4 Firfield Road Plumstead Cape Town 7800,4 Firfield Road Plumstead Cape Town 7800, 021-7617515,Rough Work,4 Firfield Road Plumstead Cape Town 7800,,7800,,,,502
28, MARSDEN (PTY) LTD (Airport Industria),jacques@marsden.co.za,"P O BOX 2848, CLAREINCH, 7740","6 Milan Street, Airport Industria, CAPE TOWN",021 386 4436,Rough Work,6 Milan Street,Airport Industria,,,,,503
284,BDCE (Pty) Ltd,ronel@bdce.co.za,P.O Box 2115 Durbanville 7550,5 Mountainview Crescent Durbell Durbanville Western Cape 7550,021-975-1107,Rough Work,5 Mountainview Crescent Durbell Durbanville Western Cape 7550,,7550,,,,504
285,BEAUFORT WEST AND KAROO COMMUNITY LEARN,,,"FIRST AVENUE, HILLSIDE, BEAUFORT WEST",023-4143834,Rough Work,FIRST AVENUE,HILLSIDE,,,,,505
286,BEAUFORT-WES SEK,,,"HEUWEL STREET, RUSTDENE, BEUFORT WEST",023-4143834,Rough Work,HEUWEL STREET,RUSTDENE,,,,,506
288,Belcomec Training,,"OSSIE Urban Street, George Industria","OSSIE Urban Street, George Industria",866017854,Rough Work,OSSIE Urban Street,George Industria,,,,,507
289,Belcomec Training,frikm@yahoo.com,P O Box 10058 Danabaai 6510,Ntaka Street Thembalethu George 6529,044 8802408; 0825710695,Rough Work,Ntaka Street Thembalethu George 6529,,6529,,,,508
290,BELHAR SECONDARY ALC,,,"SUIKERBOSSIE ROAD, BELHAR, BELHAR",021-9522147,Rough Work,SUIKERBOSSIE ROAD,BELHAR,,,,,509
291,BELLVILLE MECHANICAL WORKSHOP (Bellville South),rroliver@awc.wcape.gov.za,"Private Bag X2, KASSELSVLEI, 7533","Modderdam Road, BELLVILLE SOUTH",021 959-7741,Rough Work,Modderdam Road,BELLVILLE SOUTH,,,,,510
292,Bennet J Financial Services ,joan@bennettj.co.za,"PO Box 520,
Cape Gate,
Brackenfell,
7562","3 Kariga Street, Stikland Industrial, Bellville, 7530",021 945 2454,Rough Work,3 Kariga Street,Stikland Industrial,7530,,,,511
294,BERGHOF,,,"LANGSTRAAT, BERGHOF, PORTERVILL",022-9313947,Rough Work,LANGSTRAAT,BERGHOF,,,,,512
295,BERGSIG,,,"KUDU ROAD, BRIDGTON, OUDTSHOORN",044-2793253,Rough Work,KUDU ROAD,BRIDGTON,,,,,513
297,Bernard Shaw Ouditeure Ing ,bernard@bso.co.za,"PO Box 3469
Matieland
7602","Office D8, Block D",021 - 880 7940,Rough Work,Office D8,Block D,,,,,514
298,BEYERS TRUST FARMS,,,"DISALAAN, RIVIERSONDEREND, RIVIERSONDEREND",028-2611286,Rough Work,DISALAAN,RIVIERSONDEREND,,,,,515
299,Beyond Basic Learning,kathy@beyondbasic.co.za,P O Box 13826 N1 City 7463,Block B Unit 10 N1 City Mews Frans Conradie Drive Goodwood Western Cape 7460,021- 595-2237,Rough Work,Block B Unit 10 N1 City Mews Frans Conradie Drive Goodwood Western Cape 7460,,,,,,516
3, HELPING HANDS SKILLS ACADEMY (Saldanha)(TP),http://www.hhsa.co.za,,"786 Main Road Hoedjiesbaai Centre, Saldanha, , Western Cape 7395",(02) 2714 3304,Rough Work,786 Main Road Hoedjiesbaai Centre,Saldanha,7395,,,,517
30, MAT-MAIN ENGINEERING (Paarden Eiland),,,"55 AUCKLAND ST, MAITLAND.",021)510-1514,Rough Work,55 AUCKLAND ST,Maitland,,,,,518
302,"Bigblu Business Services 13 cc, Site name: Coetzer and Associates",drpcoetzer@vodamail.co.za,P O Box 250  Somerset Mall 7137,Glen Eagles Greenways Strand 7140,021- 853 3281,Rough Work,Glen Eagles Greenways Strand 7140,,7140,,,,519
303,BISSETSDRIFT,,,"BISSETSDRIFT PRIMÊR, VYEBOOM, VILLIERSDORP",028-8400961,Rough Work,BISSETSDRIFT PRIMÊR,VYEBOOM,,,,,520
304,BITTERFONTEIN SITE,,,"MANDELA STREET, BITTERFONTEIN, VAN RHYNSDORP",027-2192031,Rough Work,MANDELA STREET,BITTERFONTEIN,,,,,521
305,BLANCO CLC,,,"MONTAGUE STREET, BLANCO, GEORGE",044-8732324,Rough Work,MONTAGUE STREET,BLANCO,,,,,522
306,BLOEKOMBOS ALC,,,"MAGUBUDELA STREET, BLOEKOMBOS, KRAAIFONTEIN",021-9870318,Rough Work,MAGUBUDELA STREET,BLOEKOMBOS,,,,,523
307,Boland Agri Training & Community Development Centre,muller@kingsley.co.za,PO Box 218 Tulbagh Tulbagh Witzenberg Urban 6820,Boland Agri Training & Community Development Centre 6 Kiepersol Street Tulbagh Tulbagh Witzenberg Urban 6820,023-2300144,Rough Work,Boland Agri Training & Community Development Centre 6 Kiepersol Street Tulbagh Tulbagh Witzenberg Urban 6820,,,,,,524
309,Boland College,ernav@bolandcollege.com,PRIVATE BAG X5068 Stellenbosch CAPETOWN 7599,85 Bird Street Stellenbosch CAPE TOWN Western Cape 7599,021-8867111,Rough Work,85 Bird Street Stellenbosch CAPE TOWN Western Cape 7599,,7599,,,,525
