ProviderID,Provider Name,Group Provider,Email,Postal address,Centre address,Telephone no,Room_Floor,Building,House Number,StreetName,Mini_Suburb,Suburb,City,Postal Code,Comment,Website,ContactName,ContactSurname,ID,ETQAs_providers_ID,OldStreetData,Old_Room_Floor,Old_Building,Old_House Number,Old_StreetName,Old_Suburb,Old_City,Old_Postal Code
1382,THEMBALETHU,,,,"THEMBALETHU WORKSHOP, GUGULETHU, GUGULETHU",021-6921355,,THEMBALETHU WORKSHOP,,GUGULETHU,,GUGULETHU,GUGULETHU,,,,,,304,12,Rough Work,,THEMBALETHU WORKSHOP,,GUGULETHU,GUGULETHU,GUGULETHU,
1383,Theron Du Plessis Helderberg ,,info@sw.tdp.co.za,"Postnet Suite 274
Private Bag X15
Somerset West, 7129","13 Octofin House
Fairways Office Park
Somerset West, 7130",021 851 2385,13 Octofin House,Fairways Office Pa,,,,Somerset West,Somerset West,7130,,,,,305,2,Rough Work,13 Octofin House,Fairways Office Pa,,,Somerset West,,7130
1386,Thunderbolt Solutions (Pty) Ltd,,,11 Techno Crescent,11 Techno Crescent,215344041,,Western Province Park,11,Techno Crescent,,Cape Town,,7460,,,,,306,11,Rough Work,,,,11 Techno Crescent,,,
1387,Thunderbolt Solutions (Pty) Ltd,,jasong@thunderbolt.co.za,P O Box 520,,021-  534 4041,,,11,Techno Crescent Western Province Park,,EPPINDUST,,7459,,,Jason Gould,,307,4,11 Techno Crescent,,,11 Techno Crescent,Western Province Park,EPPINDUST,,7475
1388,Thutong Gankwane,,,5 Pineway Pinelands Cape Town 7405,5 Pineway Pinelands Cape Town 7405,021- 531 6235,,,5,Pineway,,Pinelands,Cape Town,,,,,,308,25,Rough Work,,,,5 Pineway Pinelands Cape Town 7405,,,7405
139,DAMELIN EDUCATION GROUP (Vredenburg)(TP),Damelin,,,,,,,,,,VREDENBERG,VREDENBERG,7380,,,Duplicate Suburb/City,,309,8,Rough Work,,,,,,,
1390,TLN Human Performace Systems (Pty) Ltd,,anthea@tln.co.za,P O Box 2552 Somerset West 7129,19 Andries Pretorius Street Somerset West 7130,021-8526372,,,19,Andries Pretorius Street,,Somerset West,,,,,,,310,25,Rough Work,,,,19 Andries Pretorius Street Somerset West 7130,,,7130
1391,TOORKRANS,,,,"TOORKRANS, PORTERVILLE, PORTERVILLE",022-9313947,,TOORKRANS,,PORTERVILLE,,PORTERVILLE,PORTERVILLE,,,,,,311,12,Rough Work,,TOORKRANS,,PORTERVILLE,PORTERVILLE,PORTERVILLE,
1392,Tourism and Business Institute of SA,Tourism and Business Institute of SA,charmian@ttbisa.co.za,,,0214485432,,,12,Liesbeek Avenue Off Liesbeek Parkway,,Mowbray,,7705,,,,,312,22,12 Liesbeek Avenue,,,12 Liesbeek Avenue,Off Liesbeek Parkway,Mowbray,,7705
1393,Tourism and Business Institute of SA,Tourism and Business Institute of SA,rmurtuza@tandbisa.co.za,,,021 448 5432/3,,,12,Liesbeek Avenue Off Liesbeek Parkway,,Mowbray,,7705,,,,,313,22,12 Liesbeek Avenue,,,12 Liesbeek Avenue,Off Liesbeek Parkway,Mowbray,,7705
1396,TOURIST GUIDE INSTITUTE,,andre@dW.co.za,,,219483441,,,72,Duminy Street,,Vredelust Bellville,,7530,,,,,314,22,72 Duminy Street,,,72 Duminy Street,Vredelust,Bellville,,7530
1397,TOUWSRIVIER GEMEENSKAP ONDERWYSSENTRUM,,,,"DIE KRUINE SEKONDERE SKOOL, SKOOL STRAAT, TOUWSRIVIER",023-3427633,,DIE KRUINE SEKONDERE SKOOL,,SKOOL STRAAT,,TOUWSRIVIER,TOUWSRIVIER,,,,,,315,12,Rough Work,,DIE KRUINE SEKONDERE SKOOL,,SKOOL STRAAT,TOUWSRIVIER,TOUWSRIVIER,
14,JOHN THOMPSON BOILERS (Bellville),,info@jtafrika,"PO Box 129, Bellville South, Cape Town, 7535","129 Sacks Circle, Bellville South, Cape Town, 7535",021 959 8535,,,129,Sacks Circle,,Bellville South,,7535,,,,,316,8,Rough Work,,,,129 Sacks Circle,Bellville South,,7535
140,DATCENTRE MOTORS (PTY) LTD T/A CMH NISSAN (Cape Town),,,"P O Box 14192, GREENPOINT, 8051","1 Bree Street, CAPE TOWN",021 425-1400,,,1,Bree Street,,Cape Town,,8000,,,,,317,8,Rough Work,,,,1 Bree Street,CAPE TOWN,,
1400,Towerstone Pty Ltd,,ronel.mostert@towerstone-global.com,40 Oxford Street Durbanville Cape Town,40 Oxford Street Durbanville Cape Town,021-975 0311,,,40,Oxford Street,,Durbanville,Cape Town,,,,Duplicate Suburb/City,,318,19,Rough Work,,,,40 Oxford Street Durbanville Cape Town,,,
1401,Training Answers cc,,hermien@eject.co.za,P O Box 4040 George East 21 Fourth Street George 6539,21 Fourth Street  George 6530,083-500 8996,,,21,Fourth Street,,George,,,,,,,319,25,Rough Work,,,,21 Fourth Street  George 6530,,,6530
1403,Training Force (Pty) Ltd ,Training Force,rachelh@trainingforce.co.za,"Sacks Cir, Van Der Bijl St, Sacks Circle, 7530","Sacks Cir, Van Der Bijl St, Sacks Circle, 7530",21-9512750,,,,Sacks Cir  Van Der Bijl St,,Sacks Circle,,7530,,,,,320,23,Rough Work,,,,Sacks Cir,Van Der Bijl St,,7530
1404,Training Workz,,info@workpz.co.za,"Unit 4 Station Square, 38 Station Road Montague Gardens Cape Town 7441","Unit 4 Station Square, 38 Station Road Montague Gardens Cape Town 7441",021-551 1277,Unit 4,Station Square,38,Station Road,,Montague Gardens,Cape Town,7441,,,,,321,19,Rough Work,,,,Unit 4 Station Square,38 Station Road Montague Gardens Cape Town 7441,,7441
1406,Trident Press (Pty) Limited,Trident Press,,Old Railway Parcel Building,Old Railway Parcel Building,214196630,,,,"Cnr Nyman Street & 11th Avenue,",,Kensington,,8001,Address Added,,,,322,11,Rough Work,,,,Old Railway Parcel Building,,,
1407,Trident Press (Pty) Limited,Trident Press,jose@trident-press.co.za,P O Box 4996,,021-  419 6630,,Old Railway Parcel Building,,Old Marine Drive,,Cape Town,,8001,,,Mrs Josie Joseph,,323,4,Old Railway Parcel Building,,,Old Railway Parcel Building,Old Marine Drive,Cape Town,,8001
1408,Triple C Repro & Print,Triple C Repro & Print,,16 Strawberry Mall,16 Strawberry Mall,213937958,,,16,Strawberry Mall,,Ottery,,7780,,,,,324,11,Rough Work,,,,16 Strawberry Mall,,,
1409,Triple C Repro & Print,Triple C Repro & Print,tcrp2@telkomsa.net,16 STRAWBERRY MALL,,(021)393-7958,,,16,Strawberry Mall,,Strandfontein,,7798,,,Christopher Scullard,,325,4,,,,,16 Strawberry Mall,Strandfontein,,7798
141,DCD Marine (Pty) Ltd (CAPE TOWN) (TP),,soniam@dhe.dorbyl.co.za,"P O Box 2616, CAPE TOWN, 8000","Ocean Rd, Sturrock Dock, Table Bay, CAPE TOWN, 8000",021 447-5170,,,,"Ocean Rd, Sturrock Dock",,Table Bay,,8000,,,,,326,8,Rough Work,,,,"Ocean Rd, Sturrock Dock",Table Bay,,8000
1410,TSG,,,3 de Kock Avenue Constantia Cape Town7806,3 de Kock Avenue Constantia Cape Town7806,021-7948242,,,3,de Kock Avenue,,Constantia,Cape Town,,,,,,327,25,Rough Work,,,,3 de Kock Avenue Constantia Cape Town7806,,,7806
1411,TSIBA Education NPC,TSIBA Education NPC,info@tsiba.org.za,PO Box 13071 Mowbray CAPE TOWN 7705,"Mupine: 307 Forest Drive Extension, Pinelands, 7504",(021) 532 2750,,Mupine,307,Forest Drive Extension,,Pinelands,,7504,,,,,328,13,Rough Work,,Mupine,307,Forest Drive Extension,Pinelands,,7504
1413,TSK Projects ,,admin@tskprojects.co.za,P.O.Box 90730 Bertsham 2013,100 Northern Parkway  2nd Floor - Block D  Crownwood Officepark  Ormonde - Johannesburg,(011) 496-1674,,,,100 Northern Parkway  2nd Floor - Block D  Crownwood Officepark  Ormonde - Johannesburg,,,Johannesburg,,OTHER PROVINCE,,,,329,7,Rough Work,,,,100 Northern Parkway  2nd Floor - Block D  Crownwood Officepark  Ormonde - Johannesburg,,,
1414,TULBAGH ALC,,,,"LYELL STREET, CERES, CERES",023-3162748,,,,LYELL STREET,,CERES,CERES,,,,,,330,12,Rough Work,,,,LYELL STREET,CERES,CERES,
1416,Two A Day Group (Pty) Ltd,,dimitri@tad.co.za,Two A Day Group (Pty) Ltd 1 Villiersdorp Rd Grabouw Overstrand Urban 7160,Two A Day Group (Pty) Ltd 1 Villiersdorp Rd Grabouw Overstrand Urban 7160,021-8597500,,,1,Villiersdorp Rd,,Overstrand,Grabouw,7160,,,,,331,20,Rough Work,,,,Two A Day Group (Pty) Ltd 1 Villiersdorp Rd Grabouw Overstrand Urban 7160,,,
1417,TYGERBERG HOSPITAL,,,,"TYGERBERG HOSPITAAL, FRANSIE VAN ZYL LAAN, PAROW",021-9385261,,TYGERBERG HOSPITAAL,,FRANSIE VAN ZYL LAAN,,PAROW,PAROW,,,,,,332,12,Rough Work,,TYGERBERG HOSPITAAL,,FRANSIE VAN ZYL LAAN,PAROW,PAROW,
1419,UITZIG SECONDARY ALC,,,,"UITZIG SECONDARY, JACARANDA AVENUE, UITSIG",021-9312487,,UITZIG SECONDARY,,JACARANDA AVENUE,,UITSIG,UITSIG,,,,,,333,12,Rough Work,,UITZIG SECONDARY,,JACARANDA AVENUE,UITSIG,UITSIG,
142,DCD-DORBYL (PTY) LTD (Cape Town),,soniam@dhe.dorbyl.co.za,"P O Box 2616, CAPE TOWN, 8000","Ocean Rd, Sturrock Dock, Table Bay, CAPE TOWN, 8000",021 447-5170,,,,"Ocean Rd, Sturrock Dock",,Table Bay,,8000,,,,,334,8,Rough Work,,,,"Ocean Rd, Sturrock Dock",Table Bay,,8000
1420,UKETSHA SECURITY SERVICES ,,admin@ukhetshasecurity.co.za,"Seaboard House 235 Blaauwberg Road TableView, 7441","Seaboard House 235 Blaauwberg Road TableView, 7441",021-556 0017,,,235,Seaboard House Blaauwberg Road,,TableView,,7441,,,,,335,18,Rough Work,,,,Seaboard House 235 Blaauwberg Road TableView,7441,,7441
1422,Ukuphela Training cc,,,22 AKASIA STRAAT GEORGE 6529,22 AKASIA STRAAT GEORGE 6529,044-8740833,,,22,AKASIA STRAAT,,GEORGE,GEORGE,6529,,,Duplicate Suburb/City,,336,5,Rough Work,,,,22 AKASIA STRAAT GEORGE 6529,,,6529
1423,UMTHA WELANGA ALC,,,,"SAGWITYI STREET, PHILIPPI, PHILIPPI",082-894 2230,,,,SAGWITYI STREET,,PHILIPPI,PHILIPPI,,,,,,337,12,Rough Work,,,,SAGWITYI STREET,PHILIPPI,PHILIPPI,
1426,University of Cape Town,,,,"Rondebosch, Cape Town 7700",021-650 9111,,,,,,Rondebosch,,7700,,www.uct.ac.za,,,338,15,Rough Work,,,,,Rondebosch,,7700
1427,University of Stellenbosch,,,,"Stellenbosch Central, Stellenbosch 7600",021-808 9111,,,,Stellenbosch Central,,Stellenbosch 7600,,7600,,,,,339,15,Rough Work,,,,Stellenbosch Central,Stellenbosch 7600,,7600
1428,University of Western Cape,,,,"Robert Sobukwe Rd, Bellville, Cape Town 7535",021-959 2911,,,,Robert Sobukwe Rd,,Bellville,,7535,,www.uwc.ac.za,,,340,15,Rough Work,,,,Robert Sobukwe Rd,Bellville,,7535
143,Department of Correctional Services T/A Hawequa Correctional Youth Centre (WELLINGTON) (TP),,,"Private Bag X2, Wellington, 7655","Addy Street, Wellington, 7655",218 731 201,,,,Addy Street,,WELLINGTON,WELLINGTON,7655,,,Duplicate Suburb/City,,341,8,Rough Work,,,,Addy Street,Wellington,,7655
1432,USS Graphics International Pty( Ltd),,,PO Box 306,,021 505 2200,,,58,Kinghall Avenue,,Epping 2,,7460,,,Daniel O'Connell,,342,4,,,,,58 Kinghall Avenue,Epping 2,,7460
1433,VAN CUTSEM CLC,,,,"PEOPLE'S CENTRE, DE DOORNS, DE DOORNS",023-3427633,,PEOPLE'S CENTRE,,DE DOORNS,,DE DOORNS,DE DOORNS,,,,,,343,12,Rough Work,,PEOPLE'S CENTRE,,DE DOORNS,DE DOORNS,DE DOORNS,
1434,VAN RHYNSDORP CORRECTIONAL SERVICES,,,,"KERK STRAAT, VAN RHYNSDORP, VAN RHYNSDORP",027-2198106,,,,KERK STRAAT,,VAN RHYNSDORP,VAN RHYNSDORP,,,,,,344,12,Rough Work,,,,KERK STRAAT,VAN RHYNSDORP,VAN RHYNSDORP,
1435,VAN RHYNSDORP VEELDOELIGE SENTRUM,,,,"MANDELA STREET, MASKAMSIG, VAN RHYNSDORP",027-2192031,,,,MANDELA STREET,,MASKAMSIG,VAN RHYNSDORP,,,,,,345,12,Rough Work,,,,MANDELA STREET,MASKAMSIG,VAN RHYNSDORP,
1436,VAN WYKSDORP,,,,"Van Wyksdorp Primer, Skoolstraat, LADISMITH",028-5511984,,Van Wyksdorp Primer,,Skoolstraat,,LADISMITH,,,,,,,346,12,Rough Work,,Van Wyksdorp Primer,,Skoolstraat,LADISMITH,,
1437,VAN ZYLSDAMME,,,,"VAN ZYLS DAM FARM, GAMKA EAST, LADISMITH",044-2793253,,VAN ZYLS DAM FARM,,GAMKA EAST,,GAMKA EAST,LADISMITH,,,,,,347,12,Rough Work,,VAN ZYLS DAM FARM,,GAMKA EAST,GAMKA EAST,LADISMITH,
1438,VELDDRIFT,,,,"NOORDHOEK PRIMARY, NOORDHOEK STREET, LAAIPLEK",072-5501231,,NOORDHOEK PRIMARY,,NOORDHOEK STREET,,LAAIPLEK,LAAIPLEK,,,,,,348,12,Rough Work,,NOORDHOEK PRIMARY,,NOORDHOEK STREET,LAAIPLEK,LAAIPLEK,
1439,VETUS SCHOLA PROTECTION SERVICES (PTY) LTD ,,Sales@vetusschola.co.za,"Head Office 3 High Street, 3rd Floor, Rosenpark, Bellville, 7530","Head Office 3 High Street, 3rd Floor, Rosenpark, Bellville, 7530",021-949 9035,,,3,High Street  3rd Floor,,Rosenpark,,7530,,,,,349,18,Rough Work,,,,Head Office 3 High Street;  3rd Floor,Rosenpark,,7530
144,DESTA POWER MATLA - CAPE TOWN (Epping) Trasfered to L920711704,,soniam@dhe.dorbyl.co.za,"P O Box 44, EPPINDUST, 7475","Elliot Avenue, Epping, CAPE TOWN, 8001",021 534-2681,,,,Elliot Avenue,,Epping,,8001,,,,,350,8,Rough Work,,,,Elliot Avenue,Epping,,8001
1440,VILLIERSDORP VOLWASSE ONDERRIG EN OPLEI,,,,"OU KOSIE DE WET PRIMER, BUITEKANT STREET, VILLIERSDORP",028-8400961,,OU KOSIE DE WET PRIMER,,BUITEKANT STREET,,VILLIERSDORP,VILLIERSDORP,,,,,,351,12,Rough Work,,OU KOSIE DE WET PRIMER,,BUITEKANT STREET,VILLIERSDORP,VILLIERSDORP,
1441,Vineyard Academy,,vineyardacademy@live.co.za,Private Bag X5034 Stellenbosch Urban 7599,"Vineyard Academy Manor House, Nietvoorbij Farm R44 Arterial Road, Stellenbosch Urban 7599",021-8898101/ 073 228 3713,,Vineyard Academy Manor House;  Nietvoorbij Farm,,R44 Arterial Road,,Stellenbosch,Stellenbosch,7599,,,,,352,20,Rough Work,,,,Vineyard Academy Manor House;  Nietvoorbij Farm R44 Arterial Road,Stellenbosch Urban 7599,,
1444,VLAKTEPLAAS,,,,"VLAKTEPLAAS, VLAKTEPLAAS, OUDTSHOORN",044-2793253,,VLAKTEPLAAS,,VLAKTEPLAAS,,VLAKTEPLAAS,OUDTSHOORN,,,,,,353,12,Rough Work,,VLAKTEPLAAS,,VLAKTEPLAAS,VLAKTEPLAAS,OUDTSHOORN,
1446,VOORBERG MEDIUM B ALC,,,,"VOORBERG CORRECTIONAL SERVICE, PORTERVILLE, PORTERVILLE",022-9318042,,VOORBERG CORRECTIONAL SERVICE,,PORTERVILLE,,PORTERVILLE,PORTERVILLE,,,,,,354,12,Rough Work,,VOORBERG CORRECTIONAL SERVICE,,PORTERVILLE,PORTERVILLE,PORTERVILLE,
1447,VOORBRUG ALC,,,,"DELFT PRIM SCHOOL, VOORBRUG AVENUE, DELFT",073-5976374,,DELFT PRIM SCHOOL,,VOORBRUG AVENUE,,DELFT,DELFT,,,,,,355,12,Rough Work,,DELFT PRIM SCHOOL,,VOORBRUG AVENUE,DELFT,DELFT,
1448,VREDELUS HOUSE PLACE OF SAFETY CLC,,,,"VESTUS STREET, LEONSDALE, ELSIES RIVER",021-9310233,,,,VESTUS STREET,,LEONSDALE,ELSIES RIVER,,,,,,356,12,Rough Work,,,,VESTUS STREET,LEONSDALE,ELSIES RIVER,
1449,VRP Print (Pty)Ltd,,frank@vrpprint.co.za,PO Box 3145,,(021)531-9000,,Viking Place,,Thor Circle,,Thornton,,7460,,,Frank Retter,,357,4,25-27 Thor Circle,,,25-27 Thor Circle,Viking Place,Thornton,,7460
1450,VUKANI ADULT LEARNING CENTRE,,,,"SINQOLAMTHI ROAD, LOWER CROSSROAD, PHILLIPI EAST",-,,,,SINQOLAMTHI ROAD,,LOWER CROSSROAD,PHILLIPI EAST,,,,,,358,12,Rough Work,,,,SINQOLAMTHI ROAD,LOWER CROSSROAD,PHILLIPI EAST,
1451,VUYISILE ALC,,,,"SIYAFUNEKA PRIMARY SCHOOL, ZWELETEMBA, WORCESTER",023-3427633,,SIYAFUNEKA PRIMARY SCHOOL,,ZWELETEMBA,,ZWELETEMBA,WORCESTER,,,,,,359,12,Rough Work,,SIYAFUNEKA PRIMARY SCHOOL,,ZWELETEMBA,ZWELETEMBA,WORCESTER,
1452,WAREHAM & ASSOCIATES (PTY) LTD,,info1@wareham.co.za,PO Box 30307 Tokai 7966,"2 Thorpe Close Corner Thorpe Close/Zwaanswyk Road, entrance in Zwaanswyk Road",021-7152640,,Thorpe Close,2,Corner Thorpe Close/Zwaanswyk Road,,Tokai,Cape Town,7945,,,,,360,3,Rough Work,,,,2 Thorpe Close Corner Thorpe Close/Zwaanswyk Road,entrance in Zwaanswyk Road,,
1453,Webb Accounting CC ,,,P.O.BOX 1235 STRAND 7139 SOUTH AFRICA,"25 Saint James Street, Audas Estate, Somerset West, 7130",021 851 7400,,,25,Saint James Street,,Audas Estate,Somerset West,7130,,,,,361,2,Rough Work,,,25,Saint James Street,Audas Estate,,7130
1454,WELLINGTON ALC,,,,"OLD CLINIC, HOSPITAL ROAD, WELLINGTON",021-8642418,,OLD CLINIC,,HOSPITAL ROAD,,WELLINGTON,WELLINGTON,,,,,,362,12,Rough Work,,OLD CLINIC,,HOSPITAL ROAD,WELLINGTON,WELLINGTON,
1455,WELLINGTON COMMUNITY LEARNING CENTRE,,,,"HOSPITAL STREET, OLD CLINIC, WELLINGTON",021-8642418,,OLD CLINIC,,HOSPITAL STREET,,WELLINGTON,,,,,,,363,12,Rough Work,,OLD CLINIC,,HOSPITAL STREET,WELLINGTON,,
1456,WEST COAST COLLEGE - VREDENBURG CAMPUS (Vredenburg)(DTTC),WEST COAST TVET COLLEGE,,"5 Fabriek Street, Vredenburg, 7381",,,,WCC Vredenberg Campus,,Fabriek Street,,VREDENBERG,VREDENBERG,7380,,,Duplicate Suburb/City,,364,11,Rough Work,,,,,,,
1457,West Coast College /FET,WEST COAST TVET COLLEGE,mpearson@westcoastcollege.co.za,P O BOX 935 CNR KERK STREET RAINER STREET MALMESBURY 7229,Clicks Bldg 48 Voortrekker Road Malmesbury 7299,022-482 1143,,Clicks Bldg,48,Voortrekker Road,,Malmesbury,,,,,,,365,25,Rough Work,,,,Clicks Bldg 48 Voortrekker Road Malmesbury 7299,,,7299
1458,West Coast FET College,WEST COAST TVET COLLEGE,,P.O Box 935 Malmesbury 7299,Clicks Building 2nd Floor 48 Voortrekker Road Malmesbury 7300,,2nd Floor,Clicks Building,48,Voortrekker Road,,Malmesbury,,7300,,,,,366,16,Rough Work,2nd Floor,Clicks Building,48,Voortrekker Road,Malmesbury,,7300
1459,West Coast FET College,WEST COAST TVET COLLEGE,ameyer@westcoastcollege.co.za,PO Box 59 Vredenburg 7380,"1 Akademie Street, Louwville, Vredenburg",(022) 713 3167/18.,,,1,Akademie Street,,Louwville,Vredenburg,,,,Andy,Meyer,367,16,,,,1,Akademie Street,Louwville,Vredenburg,
146,DJS EPCOT SYSTEM & SERVICES T/A EPCOT SYSTEMS (Killarney Gardens),,www.epcotsystems.co.za,"PO Box 36599,, Chempet,, Cape Town,, 7442","7 Monza Rd,, Killarney Gardens,, Milnerton,, 7441",215 574 269,,,7,Monza Rd,,Killarney Gardens,,7441,,,,,368,8,Rough Work,,,,7 Monza Rd,Killarney Gardens,,7441
1460,West Coast FET College,WEST COAST TVET COLLEGE,dvanzyl@westcoastcollege.co.za,PO Box 2083 Vredendal 8160,"Hoërskool Road, Vredendal",(027) 213 5673/4.,,,,Hoërskool Road,,Vredendal,,,,,Dilette,van Zyl,369,16,,,,,Hoërskool Road,Vredendal,,
1461,West Coast FET College,WEST COAST TVET COLLEGE,kbeukes@westcoastcollege.co.za,PO Box 256 Citrusdal 7340,101 Kerk Street Citrusdal 7340,(022) 921 /  2457,,,101,Kerk Street,,Citrusdal,,7340,,,Kathleen,Beukes,370,16,,,,101,Kerk Street,Citrusdal,,7340
1462,West Coast FET College,WEST COAST TVET COLLEGE,tmdoko@westcoastcollege.co.za,PO Box 1562 Dassenberg 7350,"C/O Charl Uys Drive and Neil Hare Street, Atlantis Industrial Area",(021) 5771727.,,,Cnr,Charl Uys Drive & Neil Hare Street,,Atlantis Industrial Area,,,,,Thenjiwe,Mdoko,371,16,,,,Cnr,Charl Uys Drive & Neil Hare Street,Atlantis Industrial Area,,
1463,West Coast FET College,WEST COAST TVET COLLEGE,tmdoko@westcoastcollege.co.za,PO Box 694 Malmesbury 73007299,4 St Thomas Street Malmesbury 7300,(022) 487 2851/2/3.,,,4,St. Thomas Street,,Malmesbury,,7300,,,Thenjiwe,Mdoko,372,16,,,,4,St. Thomas Street,Malmesbury,,7300
1464,West Coast FET College (Atlantis) (DTTC),WEST COAST TVET COLLEGE,,"Charl Uys Drive, Atlantis Industria","Charl Uys Drive, Atlantis Industria",,,WCC Atlantis Campus,,Charl Uys Drive,,Atlantis Industria,ATLANTIS,7349,,,,,373,11,Rough Work,,,,Charl Uys Drive,Atlantis Industria,,
1465,West Coast Hair Academy Pty Ltd,,wchair@telkomsa.net,Heuningklip Street Vredenburg Cape Town 7380,Heuningklip Street Vredenburg Cape Town 7380,022-13 5765,,,,Heuningklip Street Vredenburg Cape Town 7380,,,Vredenburg,7380,,,,,374,19,Rough Work,,,,Heuningklip Street Vredenburg Cape Town 7380,,,7380
1466,WEST COAST TVET COLLEGE,WEST COAST TVET COLLEGE,,"5 Fabriek Street, Vredenburg, 7381","5 Fabriek Street, Vredenburg, 7381",845550408,,,5,Fabriek Street,,VREDENBURG,VREDENBURG,7381,,,Duplicate Suburb/City,,375,11,Rough Work,,,,5 Fabriek Street,Vredenburg,,7381
1467,WESTBANK LIFE LONG LEARNING CENTRE,,,,"WESTBANK HIGH SCHOOL, BEAVER STREET, KUILS RIVER",021-9552424,,WESTBANK HIGH SCHOOL,,BEAVER STREET,,KUILS RIVER,KUILS RIVER,,,,,,376,12,Rough Work,,WESTBANK HIGH SCHOOL,,BEAVER STREET,KUILS RIVER,KUILS RIVER,
1468,Westco Agri Training,,westco@telkomsa.net,0,"Westco Agri Training Oktagebou, Waterkantskraai Vredendal",027-2132411,,Westco Agri Training Oktagebou,,,,Waterkantskraai,Vredendal,,,,,,377,20,Rough Work,,,,Westco Agri Training Oktagebou,Waterkantskraai Vredendal,,
1473,Western Province Caterers (pty) Ltd,,training@hcp.co.za,,,214249034,,,5,Beckham Street,,Gardens,,8018,,,,,378,22,,,,,5 Beckham Street,Gardens,,8018
1475,WESTON HOER,,,,"PANORAMA PRIMARY, SIXTH STREET, LOUWVILLE",072-5501231,,PANORAMA PRIMARY,,SIXTH STREET,,LOUWVILLE,LOUWVILLE,,,,,,379,12,Rough Work,,PANORAMA PRIMARY,,SIXTH STREET,LOUWVILLE,LOUWVILLE,
1476,WESTWOOD-STRANDFONTEIN CLC,,,,"SILVERSANDS AVENUE, WESTRIDGE SEC, MITCHELLS PLAIN",021-3930011,,WESTRIDGE SEC,,SILVERSANDS AVENUE,,MITCHELLS PLAIN,,,,,,,380,12,Rough Work,,WESTRIDGE SEC,,SILVERSANDS AVENUE,MITCHELLS PLAIN,,
1477,WHITE LOCATION,,,,"RHOLIHLAHLA STREET, WHITE LOCATION, KNYSNA",044-3820702,,,,RHOLIHLAHLA STREET,,WHITE LOCATION,KNYSNA,,,,,,381,12,Rough Work,,,,RHOLIHLAHLA STREET,WHITE LOCATION,KNYSNA,
148,Donn Products (Pty) Ltd T/A Saint-Gobain Construction Products Academy (EPPING) (TP),,,"77 Ostend Rd, GERMISTON EXT 7, 1401",,113 455 384,,Sacks Circle Industrial,,Sacks Circle,,Bellville,,7530,,,,,382,8,Rough Work,,,,,,,
1480,Wildlife and Environment Society of South Africa ,,admin@wessa.co.za,"PO Box 30145, Tokai, 7966","31 The Sanctuary, Kirstenhof, 7945",(021) 701 1397,,,31,The Sanctuary,,Kirstenhof,Cape Town,7945,,,,,383,7,Rough Work,,,,31 The Sanctuary,Kirstenhof,,7945
1481,WILLEMVALLEI CLC,,,,"TOORKRANS, LOURIW STREET, PORTERVILLE",022-9313947,,TOORKRANS,,LOURIW STREET,,PORTERVILLE,PORTERVILLE,,,,,,384,12,Rough Work,,TOORKRANS,,LOURIW STREET,PORTERVILLE,PORTERVILLE,
1482,WINDERMERE CLC,,,,"BOSTON STREET, FACTRETON, MAITLAND",021-5932550,,,,BOSTON STREET,,FACTRETON,MAITLAND,,,,,,385,12,Rough Work,,,,BOSTON STREET,FACTRETON,MAITLAND,
1483,WINDMEUL PRIMÊR,,,,"CRYGUNS ROAS, WINDMEUL, PAARL",021-8642418,,CRYGUNS ROAS,,WINDMEUL,,WINDMEUL,PAARL,,,,,,386,12,Rough Work,,CRYGUNS ROAS,,WINDMEUL,WINDMEUL,PAARL,
1485,WINSLEY CLC,,,,"WILLIAM TAYLOR AVENUE, BELLVILLE SOUTH, BELLVILLE SOUTH",021-9511441,,,,WILLIAM TAYLOR AVENUE,,BELLVILLE SOUTH,BELLVILLE SOUTH,,,,,,387,12,Rough Work,,,,WILLIAM TAYLOR AVENUE,BELLVILLE SOUTH,BELLVILLE SOUTH,
1486,WITZENBERG CLC,,,,"LYELL STREET, OLD CERES PRIM, CERES",023-3162748,,OLD CERES PRIM,,LYELL STREET,,CERES,,,,,,,388,12,Rough Work,,OLD CERES PRIM,,LYELL STREET,CERES,,
1487,WOLSELEY (Satellte),,,,"LYELL STREET, HAMLET, CERES",023-3162748,,,,LYELL STREET,,HAMLET,CERES,,,,,,389,12,Rough Work,,,,LYELL STREET,HAMLET,CERES,
1488,WOODLANDS COMMUNITY LEARNING CENTRE,,,,"ZUURBERG ROAD, HEIDEVELD, HEIDEVELD",021-6371823,,,,ZUURBERG ROAD,,HEIDEVELD,HEIDEVELD,,,,,,390,12,Rough Work,,,,ZUURBERG ROAD,HEIDEVELD,HEIDEVELD,
1489,WOODSTOCK CLC,,,,"GREATMORE STREET, WOODSTOCK, WOODSTOC",021-4475781,,,,GREATMORE STREET,,WOODSTOCK,WOODSTOC,,,,,,391,12,Rough Work,,,,GREATMORE STREET,WOODSTOCK,WOODSTOC,
1490,WORCESTER CLC,,,,"GREYSTRAAT, WORCESTER, WORCESTER",023-3427633,,,,GREYSTRAAT,,WORCESTER,WORCESTER,,,,,,392,12,Rough Work,,,,GREYSTRAAT,WORCESTER,WORCESTER,
