Qualifications_ID,QualCode,QualName,Credits,NQF level,Qualification Type,Descriptor,Specialisation,Sub_Specialisation,Field,ID,ETQAs_ID
1801,13944,U/S: Describe the relationship of junior management to the general management function,5,NQF 4,Unit standard,,,,,879,20
1802,13945,U/S: Describe and apply the management of stock and fixed assets in a business unit,,,Unit standard,,,,,880,19
1803,13945,U/S: Describe and apply the management of stock and fixed assets in a business unit,2,NQF 4,Unit standard,,,,,881,9
1804,13947,U/S: Motivate a team,,,Unit standard,,,,,882,19
1805,13947,U/S: Motivate a team,6,NQF 4,Unit standard,,,,,883,20
1806,13948,U/S: Negotiate an agreement or deal in an authentic work situation,,,Unit standard,,,,,884,19
1807,13948,U/S: Negotiate an agreement or deal in an authentic work situation,5,NQF 4,Unit standard,,,,,885,9
1808,13949,U/S: Apply technical knowledge and skill to align business unit performance to business goals,,,Unit standard,,,,,886,19
1809,13950,U/S: Apply technical knowledge and skill in order to manage risk in occupational health and occupational hygiene,,,Unit standard,,,,,887,19
181,,Diploma in Professional Acting for Camera,,,Diploma,Professional Acting for Camera,,,,888,13
1810,13952,U/S: Demonstrate basic understanding of the Primary labour legislation that impacts on a business unit,,,Unit standard,,,,,889,19
1811,13953,U/S: Apply the principles of situational leadership to a business unit,,,Unit standard,,,,,890,19
1812,13954,U/S: Manage risk in own work/business environment,,,Unit standard,,,,,891,19
1813,13962,Postgraduate Diploma: Higher Education Studies,120,NQF Level 08,Postgraduate Diploma,Higher Education Studies,,,,892,15
1814,13974,Bachelor of Science: Engineering: Civil Engineerin,560,NQF Level 08,Bachelor,Science,Engineering,Civil Engineerin,,893,15
1815,13976,Bachelor of Science: Engineering: Materials Engine,560,NQF Level 08,Bachelor,Science,Engineering,Materials Engine,,894,15
1816,13977,Bachelor of Science: Engineering: Mechanical Engin,560,NQF Level 08,Bachelor,Science,Engineering,Mechanical Engin,,895,15
1817,13978,Bachelor of Arts Honours: Latin,120,NQF Level 08,Bachelor (Honours),Arts,Latin,,,896,15
1818,13979,Bachelor of Science: Engineering: Electrical Engin,560,NQF Level 08,Bachelor,Science,Engineering,Electrical Engin,,897,15
1819,13980,Bachelor of Science: Engineering: Mechatronics,560,NQF Level 08,Bachelor,Science,Engineering,Mechatronics,,898,15
182,,Diploma in Professional Cookery and Kitchen Management (HEQSF aligned - 360 Credits: Distance Mode),,,Diploma,Professional Cookery and Kitchen Management,,,,899,13
1820,13982,Bachelor of Science: Engineering: Electro Mechanic,560,NQF Level 08,Bachelor,Science,Engineering,Electro Mechanic,,900,15
1821,13983,Bachelor of Science: Engineering: Chemical Enginee,560,NQF Level 08,Bachelor,Science,Engineering,Chemical Enginee,,901,15
1822,13987,Postgraduate Diploma: Engineering,180,NQF Level 08,Postgraduate Diploma,Engineering,,,,902,15
1823,13988,Bachelor of Engineering Science: Information Techn,600,NQF Level 08,Bachelor,Engineering Science,Information Techn,,,903,15
1824,13989,Master of Engineering,240,NQF Level 09,Master,Engineering,,,,904,15
1825,13990,Bachelor of Engineering,600,NQF Level 08,Bachelor,Engineering,,,,905,15
1826,13994,U/S: Identify and discuss different types of business and their legal implications,4,NQF 1,Unit standard,,,,,906,20
1827,13995,U/S: Demonstrate an understanding of contracts and their sources,2,NQF 1,Unit standard,,,,,907,20
1828,13998,"U/S: Demonstrate an understanding of the principles of supply and demand, and the concept production",,,Unit standard,,,,,908,3
1829,13998,"U/S: Demonstrate an understanding of the principles of supply and demand, and the concept: production",2,NQF 1,Unit standard,,,,,909,20
183,,Diploma in Professional Photography,,,Diploma,Professional Photography,,,,910,13
1830,14001,U/S :Demonstrate an understanding of managerial expertise and administrative capabilities,4,NQF 1,Unit Standard,Demonstrate an understanding of managerial expertise and administrative capabilities,Demonstrate an understanding of managerial expertise and administrative capabilities:,,,911,20
1831,14020,U/S: Monitor budgets related to community projects,,NQF 5,Unit standard,,,,,912,25
1832,14026,Master of Philosophy: Family Law And Development,120,NQF Level 09,Master,Philosophy,Family Law And Development,,,913,15
1833,14027,Postgraduate Diploma: Engineering Manufacturing,120,NQF Level 08,Postgraduate Diploma,Engineering Manufacturing,,,,914,15
1834,14028,Bachelor of Arts Honours: German,120,NQF Level 08,Bachelor (Honours),Arts,German,,,915,15
1835,14029,Bachelor of Arts Honours: French,120,NQF Level 08,Bachelor (Honours),Arts,French,,,916,15
1836,14030,Bachelor of Arts Honours: Afrikaans and Netherland,120,NQF Level 08,Bachelor (Honours),Arts,Afrikaans and Netherland,,,917,15
1837,14063,U/S: Apply Self Management through the Concepts of Positive Self-esteem and Resiliency,2,NQF 3,Unit standard,,,,,918,20
1838,14063,U/S: Apply Self-Management through the Concepts of Positive Self-esteem and Resiliency,2,NQF 3,Unit standard,,,,,919,20
1839,14084,U/S: Demonstrate an understanding of and use the numbering system,1,NQF 1,Unit standard,,,,,920,20
184,,Diploma in Public Administration (HEQSF Aligned 360 credits: Contact Mode),,,Diploma,Public Administration,,,,921,13
1840,14086,U/S: Work with a wide range of patterns and basic functions and solve related problems,5,NQF 3,Unit standard,,,,,922,20
1841,14097,"U/S: Know, select and use materials, tools and equipment safely for technological purposes ",3,NQF 1,Unit standard,,,,,923,20
1842,14106,U/S: Demonstrate understanding of real and imaginary numbers and real number systems,2,NQF 3,Unit standard,,,,,924,20
1843,14108,"U/S: Measure, estimate, calculate physical quanties, explore, descibe and represent, interpret, justify geometrical relationships in 2 & 3 dimensional space relevant to the life or workplace of the community",,,Unit standard,,,,,925,3
1845,14110,National Certificate: Accommodation Services,,,National Certificate,Accommodation Services,,,,926,22
1846,14111,National Certificate: Professional Cookery,,,National Certificate,Professional Cookery,,,,927,22
1847,14111,U/S: Demonstrate an understanding of how scientific skills and knowledge could contribute to sustainable use of resources ,2,NQF 1,Unit standard,,,,,928,20
1848,14113,National Certificate: Food and Beverage Services,,,National Certificate,Food and Beverage Services,,,,929,3
1848,14113,National Certificate: Food and Beverage Services,,,National Certificate,Food and Beverage Services,,,,930,22
1849,14116,National Certificate: Hospitality Reception,,,National Certificate,Hospitality Reception,,,,931,22
185,,Diploma in Public Relations,,,Diploma,Public Relations,,,,932,13
1851,14209,Postgraduate Certificate: Education,120,Level N/A: Pre-2009 was L6,Postgraduate Certificate,Education,,,,933,15
1852,14214,U/S:  Evaluate and improve the project teams performance,,,Unit standard,,,,,934,3
1853,14334,U/S: Fertilize Deciduous Fruit Tree Orchards,1,NQF 1,Unit standard,,,,,935,20
1854,14335,U/S: Harvest Crops Manually,5,NQF 1,Unit standard,,,,,936,20
1855,14337,U/S: Set Out and Plant a Deciduous Fruit Orchard,8,NQF 1,Unit standard,,,,,937,20
1856,14342,U/S: Manage time and work processes within a business environment,,,Unit standard,,,,,938,3
1857,14345,U/S: Demonstrate an understanding of propagation of deciduous fruit trees on a commercial scale,2,NQF 1,Unit standard,,,,,939,20
1858,14349,U/S: Receive and execute instructions,2,NQF 2,Unit standard,,,,,940,20
1859,14354,U/S: Prune deciduous fruit trees,4,NQF 1,Unit standard,,,,,941,20
186,,Diploma in Public Relations (HEQSF Aligned 360 credits: Contact Mode),,,Diploma,Public Relations,,,,942,13
1860,14356,U/S: Demonstrate an understanding of fruit cultivars,5,NQF 1,Unit standard,,,,,943,20
1861,14360,U/S: Demonstrate an understanding of healthy farm animals,6,NQF 1,Unit standard,,,,,944,20
1862,14374,U/S: Control weeds pests and plant diseases in an agricultural field using chemicals,6,NQF 2,Unit standard,,,,,945,20
1863,14395,Install an underground system in an agricultural field,8,NQF 1,Unit Standard,an agricultural field,an agricultural field :,,,946,20
1864,14395,U/S: Install an underground system in an agricultural field,8,NQF 1,Unit standard,,,,,947,20
1865,14396,U/S: Demonstrate an understanding of grafting vines on a commercial scale,3,NQF 1,Unit standard,,,,,948,20
1866,14406,National Certificate: Early Childhood Development: Preschool Phase,,NQF 1,National Certificate,Early Childhood Development,Preschool Phase,,,949,25
1867,14435,Bachelor of Science Honours: Quantity Surveying,140,NQF Level 08,Bachelor (Honours),Science,Quantity Surveying,,,950,15
1868,14437,Master of City Planning and Urban Design,300,NQF Level 09,Master,City Planning and Urban Design,,,,951,15
1869,14440,Master of Landscape Architecture,300,NQF Level 09,Master,Landscape Architecture,,,,952,15
187,,Diploma in Somatology(HEQSF aligned 360 credits: Contact Mode),,,Diploma,Somatology,,,,953,13
1870,14443,U/S: Demonstrate a critical understanding of the role and impact of technology in society,3,NQF 1,Unit standard,,,,,954,20
1872,14444,U/S: Demonstrate an understanding of a general business plan and adapt it to a selected business idea ,7,NQF 1,Unit standard,,,,,955,20
1873,14473,U/S: Develop and produce computer aided drawings,4,NQF 4,Unit standard,,,,,956,9
1874,14518,Bachelor of Music Honours: Dance,120,NQF Level 08,Bachelor (Honours),Music,Dance,,,957,15
1875,14519,Bachelor of Music: Performance,480,NQF Level 08,Bachelor,Music,Performance,,,958,15
1876,14521,Certificate: Social Reconstruction and Development,120,Level TBA: Pre-2009 was L5,Certificate,Social Reconstruction and Development,,,,959,15
1877,14568,U/S: Use a tractor to tow various construction implements and attachments,7,NQF 2,Unit standard,,,,,960,20
1878,14569,U/S: Demonstrate an understanding of how to participate effectively in the workplace,,NQF 1,Unit standard,,,,,961,25
1879,14582,U/S: Develop and apply academic literacy skills,,NQF 5,Unit standard,,,,,962,25
188,,Diploma in Sound Engineering (HEQSF Aligned 360 credits: Contact Mode),,,Diploma,Sound Engineering,,,,963,13
1880,14585,U/S: Identify and respond to conflict,4,NQF 2,Unit standard,,,,,964,20
1881,14656,U/S: Demonstrate an understanding of sexuality and sexually transmitted infections including HIV/AIDS,,NQF 1,Unit standard,,,,,965,25
1882,14659,U/S: Demonstrate an understanding of factors that contribute towards healthy living,,NQF 1,Unit standard,,,,,966,25
1883,14661,U/S: Demonstrate knowledge of self in order to understand one`s identity and role within the immediate community and South African society,,NQF 1,Unit standard,,,,,967,25
1884,14661,U/S: Demonstrate knowledge of self in order to understand one`s identity and role within the immediate community and South African society,3,NQF 1,Unit standard,,,,,968,20
1885,14664,U/S: Demonstrate knowledge of diversity within different relationships in the South African society,,NQF 1,Unit standard,,,,,969,25
1886,14667,U/S: Describe and apply the management functions of an organization,,,Unit standard,,,,,970,19
1887,14667,U/S: Describe and apply the management functions of an organization,,NQF 4,Unit standard,,,,,971,25
1888,14667,U/S: Describe and apply the management functions of an organization,10,NQF 4,Unit standard,,,,,972,20
1889,14678,Bachelor of Arts Honours: History of Art Education,120,NQF Level 08,Bachelor (Honours),Arts,History,Art Education,,973,15
189,,Diploma in Sound Technology,,,Diploma,Sound Technology,,,,974,13
1890,14679,Bachelor of Arts Honours: Humanities,120,NQF Level 08,Bachelor (Honours),Arts,Humanities,,,975,15
1891,14680,Bachelor of Arts Honours: Drama,120,NQF Level 08,Bachelor (Honours),Arts,Drama,,,976,15
1892,14681,Bachelor of Arts Honours: English Studies,120,NQF Level 08,Bachelor (Honours),Arts,English Studies,,,977,15
1893,14682,Bachelor of Arts: Theatre and Performance,480,NQF Level 08,Bachelor,Arts,Theatre and Performance,,,978,15
1894,14683,Bachelor of Music Honours: Pedagogy,120,NQF Level 08,Bachelor (Honours),Music,Pedagogy,,,979,15
1895,14684,Master of Arts: Creative Writing,120,NQF Level 09,Master,Arts,Creative Writing,,,980,15
1896,14685,Master of Arts: English Studies,192,NQF Level 09,Master,Arts,English Studies,,,981,15
1897,14686,Master of Arts: Film Theory and Practice,192,NQF Level 09,Master,Arts,Film Theory and Practice,,,982,15
1898,14687,Master of Arts: Philosophy,192,NQF Level 09,Master,Arts,Philosophy,,,983,15
1899,14689,Master of Arts: Afrikaans and Netherlandic Studies,120,NQF Level 09,Master,Arts,Afrikaans and Netherlandic Studies,,,984,15
19,,Advanced Certificate in Counselling and Communication Skills,,,Advanced Certificate,Counselling and Communication Skills,,,,985,13
190,,Diploma in Sport Development and Management,,,Diploma,Sport Development and Management,,,,986,13
1900,14690,Master of Social Science: Political Philosophy and,192,NQF Level 09,Master,Social Science,Political Philosophy and,,,987,15
1901,14780,U/S: Apply financial life skills,4,NQF 1,Unit standard,,,,,988,20
1902,14812,U/S: Manage a Medium-Scale ECD Service,,NQF 5,Unit standard,,,,,989,25
1903,14851,National Certificate: Agri Trade Processes,125,NQF 2,National Certificate,Agri Trade Processes,,,,990,20
1904,14852,National Diploma: Agri Sales and Service Management,223,NQF 5,National Diploma,Agri Sales and Service Management,,,,991,20
1905,14854,National Certificate: Agri Sales and Services,161,NQF 4,National Certificate,Agri Sales and Services,,,,992,20
1906,14891,National Certificate: Agricultural Machinery Technician,140,NQF 2,National Certificate,Agricultural Machinery Technician,,,,993,20
1907,14908,U/S: Demonstrate an understanding of testing IT systems against given specifications,6,NQF 4,Unit standard,,,,,994,9
1908,14909,U/S: Describe the difference between programming in Object Orientated and Procedural Languages,4,NQF 4,Unit standard,,,,,995,9
1909,14910,U/S: Apply the principles of computer networks,8,NQF 4,Unit standard,,,,,996,9
191,,Diploma in Sport Management,,,Diploma,Sport Management,,,,997,13
